FIPStxt,State,Area name,Attribute,Value
0,US,United States,Population 1990,248790925
0,US,United States,Population 2000,281424600
0,US,United States,Population 2010,308745538
0,US,United States,Population 2020,331449281
0,US,United States,Population 2021,331893745
1000,AL,Alabama,Population 1990,4040389
1000,AL,Alabama,Population 2000,4447207
1000,AL,Alabama,Population 2010,4779736
1000,AL,Alabama,Population 2020,5024279
1000,AL,Alabama,Population 2021,5039877
1001,AL,Autauga County,Rural-urban continuum code 2013,2
1001,AL,Autauga County,Population 1990,34222
1001,AL,Autauga County,Population 2000,43751
1001,AL,Autauga County,Population 2010,54571
1001,AL,Autauga County,Population 2020,58805
1001,AL,Autauga County,Population 2021,59095
1003,AL,Baldwin County,Rural-urban continuum code 2013,3
1003,AL,Baldwin County,Population 1990,98280
1003,AL,Baldwin County,Population 2000,140416
1003,AL,Baldwin County,Population 2010,182265
1003,AL,Baldwin County,Population 2020,231767
1003,AL,Baldwin County,Population 2021,239294
1005,AL,Barbour County,Rural-urban continuum code 2013,6
1005,AL,Barbour County,Population 1990,25417
1005,AL,Barbour County,Population 2000,29042
1005,AL,Barbour County,Population 2010,27457
1005,AL,Barbour County,Population 2020,25223
1005,AL,Barbour County,Population 2021,24964
1007,AL,Bibb County,Rural-urban continuum code 2013,1
1007,AL,Bibb County,Population 1990,16598
1007,AL,Bibb County,Population 2000,19856
1007,AL,Bibb County,Population 2010,22915
1007,AL,Bibb County,Population 2020,22293
1007,AL,Bibb County,Population 2021,22477
1009,AL,Blount County,Rural-urban continuum code 2013,1
1009,AL,Blount County,Population 1990,39248
1009,AL,Blount County,Population 2000,50982
1009,AL,Blount County,Population 2010,57322
1009,AL,Blount County,Population 2020,59134
1009,AL,Blount County,Population 2021,59041
1011,AL,Bullock County,Rural-urban continuum code 2013,6
1011,AL,Bullock County,Population 1990,11042
1011,AL,Bullock County,Population 2000,11603
1011,AL,Bullock County,Population 2010,10914
1011,AL,Bullock County,Population 2020,10357
1011,AL,Bullock County,Population 2021,10320
1013,AL,Butler County,Rural-urban continuum code 2013,6
1013,AL,Butler County,Population 1990,21892
1013,AL,Butler County,Population 2000,21394
1013,AL,Butler County,Population 2010,20947
1013,AL,Butler County,Population 2020,19051
1013,AL,Butler County,Population 2021,18884
1015,AL,Calhoun County,Rural-urban continuum code 2013,3
1015,AL,Calhoun County,Population 1990,116032
1015,AL,Calhoun County,Population 2000,111882
1015,AL,Calhoun County,Population 2010,118572
1015,AL,Calhoun County,Population 2020,116441
1015,AL,Calhoun County,Population 2021,115972
1017,AL,Chambers County,Rural-urban continuum code 2013,6
1017,AL,Chambers County,Population 1990,36876
1017,AL,Chambers County,Population 2000,36600
1017,AL,Chambers County,Population 2010,34215
1017,AL,Chambers County,Population 2020,34772
1017,AL,Chambers County,Population 2021,34541
1019,AL,Cherokee County,Rural-urban continuum code 2013,6
1019,AL,Cherokee County,Population 1990,19543
1019,AL,Cherokee County,Population 2000,23909
1019,AL,Cherokee County,Population 2010,25989
1019,AL,Cherokee County,Population 2020,24971
1019,AL,Cherokee County,Population 2021,24996
1021,AL,Chilton County,Rural-urban continuum code 2013,1
1021,AL,Chilton County,Population 1990,32458
1021,AL,Chilton County,Population 2000,39604
1021,AL,Chilton County,Population 2010,43643
1021,AL,Chilton County,Population 2020,45014
1021,AL,Chilton County,Population 2021,45274
1023,AL,Choctaw County,Rural-urban continuum code 2013,9
1023,AL,Choctaw County,Population 1990,16018
1023,AL,Choctaw County,Population 2000,15953
1023,AL,Choctaw County,Population 2010,13859
1023,AL,Choctaw County,Population 2020,12665
1023,AL,Choctaw County,Population 2021,12533
1025,AL,Clarke County,Rural-urban continuum code 2013,7
1025,AL,Clarke County,Population 1990,27240
1025,AL,Clarke County,Population 2000,27870
1025,AL,Clarke County,Population 2010,25833
1025,AL,Clarke County,Population 2020,23087
1025,AL,Clarke County,Population 2021,22760
1027,AL,Clay County,Rural-urban continuum code 2013,9
1027,AL,Clay County,Population 1990,13252
1027,AL,Clay County,Population 2000,14240
1027,AL,Clay County,Population 2010,13932
1027,AL,Clay County,Population 2020,14236
1027,AL,Clay County,Population 2021,14190
1029,AL,Cleburne County,Rural-urban continuum code 2013,8
1029,AL,Cleburne County,Population 1990,12730
1029,AL,Cleburne County,Population 2000,14141
1029,AL,Cleburne County,Population 2010,14972
1029,AL,Cleburne County,Population 2020,15056
1029,AL,Cleburne County,Population 2021,15103
1031,AL,Coffee County,Rural-urban continuum code 2013,4
1031,AL,Coffee County,Population 1990,40240
1031,AL,Coffee County,Population 2000,43639
1031,AL,Coffee County,Population 2010,49948
1031,AL,Coffee County,Population 2020,53465
1031,AL,Coffee County,Population 2021,54174
1033,AL,Colbert County,Rural-urban continuum code 2013,3
1033,AL,Colbert County,Population 1990,51666
1033,AL,Colbert County,Population 2000,54979
1033,AL,Colbert County,Population 2010,54428
1033,AL,Colbert County,Population 2020,57227
1033,AL,Colbert County,Population 2021,57474
1035,AL,Conecuh County,Rural-urban continuum code 2013,7
1035,AL,Conecuh County,Population 1990,14054
1035,AL,Conecuh County,Population 2000,14077
1035,AL,Conecuh County,Population 2010,13228
1035,AL,Conecuh County,Population 2020,11597
1035,AL,Conecuh County,Population 2021,11328
1037,AL,Coosa County,Rural-urban continuum code 2013,8
1037,AL,Coosa County,Population 1990,11063
1037,AL,Coosa County,Population 2000,11842
1037,AL,Coosa County,Population 2010,11539
1037,AL,Coosa County,Population 2020,10387
1037,AL,Coosa County,Population 2021,10450
1039,AL,Covington County,Rural-urban continuum code 2013,6
1039,AL,Covington County,Population 1990,36478
1039,AL,Covington County,Population 2000,37640
1039,AL,Covington County,Population 2010,37765
1039,AL,Covington County,Population 2020,37570
1039,AL,Covington County,Population 2021,37524
1041,AL,Crenshaw County,Rural-urban continuum code 2013,8
1041,AL,Crenshaw County,Population 1990,13635
1041,AL,Crenshaw County,Population 2000,13657
1041,AL,Crenshaw County,Population 2010,13906
1041,AL,Crenshaw County,Population 2020,13194
1041,AL,Crenshaw County,Population 2021,13083
1043,AL,Cullman County,Rural-urban continuum code 2013,4
1043,AL,Cullman County,Population 1990,67613
1043,AL,Cullman County,Population 2000,77426
1043,AL,Cullman County,Population 2010,80406
1043,AL,Cullman County,Population 2020,87866
1043,AL,Cullman County,Population 2021,89496
1045,AL,Dale County,Rural-urban continuum code 2013,4
1045,AL,Dale County,Population 1990,49633
1045,AL,Dale County,Population 2000,49120
1045,AL,Dale County,Population 2010,50251
1045,AL,Dale County,Population 2020,49326
1045,AL,Dale County,Population 2021,49342
1047,AL,Dallas County,Rural-urban continuum code 2013,4
1047,AL,Dallas County,Population 1990,48130
1047,AL,Dallas County,Population 2000,46361
1047,AL,Dallas County,Population 2010,43820
1047,AL,Dallas County,Population 2020,38462
1047,AL,Dallas County,Population 2021,37619
1049,AL,DeKalb County,Rural-urban continuum code 2013,6
1049,AL,DeKalb County,Population 1990,54651
1049,AL,DeKalb County,Population 2000,64436
1049,AL,DeKalb County,Population 2010,71109
1049,AL,DeKalb County,Population 2020,71608
1049,AL,DeKalb County,Population 2021,71813
1051,AL,Elmore County,Rural-urban continuum code 2013,2
1051,AL,Elmore County,Population 1990,49210
1051,AL,Elmore County,Population 2000,65819
1051,AL,Elmore County,Population 2010,79303
1051,AL,Elmore County,Population 2020,87977
1051,AL,Elmore County,Population 2021,89304
1053,AL,Escambia County,Rural-urban continuum code 2013,6
1053,AL,Escambia County,Population 1990,35518
1053,AL,Escambia County,Population 2000,38452
1053,AL,Escambia County,Population 2010,38319
1053,AL,Escambia County,Population 2020,36757
1053,AL,Escambia County,Population 2021,36699
1055,AL,Etowah County,Rural-urban continuum code 2013,3
1055,AL,Etowah County,Population 1990,99840
1055,AL,Etowah County,Population 2000,103448
1055,AL,Etowah County,Population 2010,104430
1055,AL,Etowah County,Population 2020,103436
1055,AL,Etowah County,Population 2021,103162
1057,AL,Fayette County,Rural-urban continuum code 2013,6
1057,AL,Fayette County,Population 1990,17962
1057,AL,Fayette County,Population 2000,18522
1057,AL,Fayette County,Population 2010,17241
1057,AL,Fayette County,Population 2020,16321
1057,AL,Fayette County,Population 2021,16148
1059,AL,Franklin County,Rural-urban continuum code 2013,6
1059,AL,Franklin County,Population 1990,27814
1059,AL,Franklin County,Population 2000,31257
1059,AL,Franklin County,Population 2010,31704
1059,AL,Franklin County,Population 2020,32113
1059,AL,Franklin County,Population 2021,32013
1061,AL,Geneva County,Rural-urban continuum code 2013,3
1061,AL,Geneva County,Population 1990,23647
1061,AL,Geneva County,Population 2000,25700
1061,AL,Geneva County,Population 2010,26790
1061,AL,Geneva County,Population 2020,26659
1061,AL,Geneva County,Population 2021,26701
1063,AL,Greene County,Rural-urban continuum code 2013,8
1063,AL,Greene County,Population 1990,10153
1063,AL,Greene County,Population 2000,9923
1063,AL,Greene County,Population 2010,9045
1063,AL,Greene County,Population 2020,7730
1063,AL,Greene County,Population 2021,7629
1065,AL,Hale County,Rural-urban continuum code 2013,3
1065,AL,Hale County,Population 1990,15498
1065,AL,Hale County,Population 2000,18270
1065,AL,Hale County,Population 2010,15760
1065,AL,Hale County,Population 2020,14785
1065,AL,Hale County,Population 2021,14754
1067,AL,Henry County,Rural-urban continuum code 2013,3
1067,AL,Henry County,Population 1990,15374
1067,AL,Henry County,Population 2000,16297
1067,AL,Henry County,Population 2010,17302
1067,AL,Henry County,Population 2020,17146
1067,AL,Henry County,Population 2021,17459
1069,AL,Houston County,Rural-urban continuum code 2013,3
1069,AL,Houston County,Population 1990,81331
1069,AL,Houston County,Population 2000,88831
1069,AL,Houston County,Population 2010,101547
1069,AL,Houston County,Population 2020,107202
1069,AL,Houston County,Population 2021,107458
1071,AL,Jackson County,Rural-urban continuum code 2013,6
1071,AL,Jackson County,Population 1990,47796
1071,AL,Jackson County,Population 2000,53871
1071,AL,Jackson County,Population 2010,53227
1071,AL,Jackson County,Population 2020,52579
1071,AL,Jackson County,Population 2021,52773
1073,AL,Jefferson County,Rural-urban continuum code 2013,1
1073,AL,Jefferson County,Population 1990,651520
1073,AL,Jefferson County,Population 2000,662041
1073,AL,Jefferson County,Population 2010,658466
1073,AL,Jefferson County,Population 2020,674721
1073,AL,Jefferson County,Population 2021,667820
1075,AL,Lamar County,Rural-urban continuum code 2013,8
1075,AL,Lamar County,Population 1990,15715
1075,AL,Lamar County,Population 2000,15902
1075,AL,Lamar County,Population 2010,14564
1075,AL,Lamar County,Population 2020,13972
1075,AL,Lamar County,Population 2021,13689
1077,AL,Lauderdale County,Rural-urban continuum code 2013,3
1077,AL,Lauderdale County,Population 1990,79661
1077,AL,Lauderdale County,Population 2000,87952
1077,AL,Lauderdale County,Population 2010,92709
1077,AL,Lauderdale County,Population 2020,93564
1077,AL,Lauderdale County,Population 2021,94043
1079,AL,Lawrence County,Rural-urban continuum code 2013,3
1079,AL,Lawrence County,Population 1990,31513
1079,AL,Lawrence County,Population 2000,34834
1079,AL,Lawrence County,Population 2010,34339
1079,AL,Lawrence County,Population 2020,33073
1079,AL,Lawrence County,Population 2021,33090
1081,AL,Lee County,Rural-urban continuum code 2013,3
1081,AL,Lee County,Population 1990,87146
1081,AL,Lee County,Population 2000,115014
1081,AL,Lee County,Population 2010,140247
1081,AL,Lee County,Population 2020,174241
1081,AL,Lee County,Population 2021,177218
1083,AL,Limestone County,Rural-urban continuum code 2013,2
1083,AL,Limestone County,Population 1990,54135
1083,AL,Limestone County,Population 2000,65668
1083,AL,Limestone County,Population 2010,82782
1083,AL,Limestone County,Population 2020,103570
1083,AL,Limestone County,Population 2021,107517
1085,AL,Lowndes County,Rural-urban continuum code 2013,2
1085,AL,Lowndes County,Population 1990,12658
1085,AL,Lowndes County,Population 2000,13483
1085,AL,Lowndes County,Population 2010,11299
1085,AL,Lowndes County,Population 2020,10311
1085,AL,Lowndes County,Population 2021,9965
1087,AL,Macon County,Rural-urban continuum code 2013,6
1087,AL,Macon County,Population 1990,24928
1087,AL,Macon County,Population 2000,24086
1087,AL,Macon County,Population 2010,21452
1087,AL,Macon County,Population 2020,19532
1087,AL,Macon County,Population 2021,18895
1089,AL,Madison County,Rural-urban continuum code 2013,2
1089,AL,Madison County,Population 1990,238912
1089,AL,Madison County,Population 2000,276998
1089,AL,Madison County,Population 2010,334811
1089,AL,Madison County,Population 2020,388153
1089,AL,Madison County,Population 2021,395211
1091,AL,Marengo County,Rural-urban continuum code 2013,7
1091,AL,Marengo County,Population 1990,23084
1091,AL,Marengo County,Population 2000,22533
1091,AL,Marengo County,Population 2010,21027
1091,AL,Marengo County,Population 2020,19323
1091,AL,Marengo County,Population 2021,18996
1093,AL,Marion County,Rural-urban continuum code 2013,7
1093,AL,Marion County,Population 1990,29830
1093,AL,Marion County,Population 2000,31162
1093,AL,Marion County,Population 2010,30776
1093,AL,Marion County,Population 2020,29341
1093,AL,Marion County,Population 2021,29246
1095,AL,Marshall County,Rural-urban continuum code 2013,4
1095,AL,Marshall County,Population 1990,70832
1095,AL,Marshall County,Population 2000,82303
1095,AL,Marshall County,Population 2010,93019
1095,AL,Marshall County,Population 2020,97612
1095,AL,Marshall County,Population 2021,98228
1097,AL,Mobile County,Rural-urban continuum code 2013,2
1097,AL,Mobile County,Population 1990,378643
1097,AL,Mobile County,Population 2000,399887
1097,AL,Mobile County,Population 2010,412992
1097,AL,Mobile County,Population 2020,414809
1097,AL,Mobile County,Population 2021,413073
1099,AL,Monroe County,Rural-urban continuum code 2013,7
1099,AL,Monroe County,Population 1990,23968
1099,AL,Monroe County,Population 2000,24320
1099,AL,Monroe County,Population 2010,23068
1099,AL,Monroe County,Population 2020,19772
1099,AL,Monroe County,Population 2021,19648
1101,AL,Montgomery County,Rural-urban continuum code 2013,2
1101,AL,Montgomery County,Population 1990,209085
1101,AL,Montgomery County,Population 2000,223518
1101,AL,Montgomery County,Population 2010,229363
1101,AL,Montgomery County,Population 2020,228954
1101,AL,Montgomery County,Population 2021,227434
1103,AL,Morgan County,Rural-urban continuum code 2013,3
1103,AL,Morgan County,Population 1990,100043
1103,AL,Morgan County,Population 2000,111076
1103,AL,Morgan County,Population 2010,119490
1103,AL,Morgan County,Population 2020,123421
1103,AL,Morgan County,Population 2021,123668
1105,AL,Perry County,Rural-urban continuum code 2013,8
1105,AL,Perry County,Population 1990,12759
1105,AL,Perry County,Population 2000,11876
1105,AL,Perry County,Population 2010,10591
1105,AL,Perry County,Population 2020,8511
1105,AL,Perry County,Population 2021,8355
1107,AL,Pickens County,Rural-urban continuum code 2013,3
1107,AL,Pickens County,Population 1990,20699
1107,AL,Pickens County,Population 2000,20914
1107,AL,Pickens County,Population 2010,19746
1107,AL,Pickens County,Population 2020,19123
1107,AL,Pickens County,Population 2021,18801
1109,AL,Pike County,Rural-urban continuum code 2013,6
1109,AL,Pike County,Population 1990,27595
1109,AL,Pike County,Population 2000,29688
1109,AL,Pike County,Population 2010,32899
1109,AL,Pike County,Population 2020,33009
1109,AL,Pike County,Population 2021,32991
1111,AL,Randolph County,Rural-urban continuum code 2013,6
1111,AL,Randolph County,Population 1990,19881
1111,AL,Randolph County,Population 2000,22344
1111,AL,Randolph County,Population 2010,22913
1111,AL,Randolph County,Population 2020,21967
1111,AL,Randolph County,Population 2021,21989
1113,AL,Russell County,Rural-urban continuum code 2013,2
1113,AL,Russell County,Population 1990,46860
1113,AL,Russell County,Population 2000,49854
1113,AL,Russell County,Population 2010,52947
1113,AL,Russell County,Population 2020,59183
1113,AL,Russell County,Population 2021,58722
1115,AL,St. Clair County,Rural-urban continuum code 2013,1
1115,AL,St. Clair County,Population 1990,49811
1115,AL,St. Clair County,Population 2000,64740
1115,AL,St. Clair County,Population 2010,83593
1115,AL,St. Clair County,Population 2020,91103
1115,AL,St. Clair County,Population 2021,92748
1117,AL,Shelby County,Rural-urban continuum code 2013,1
1117,AL,Shelby County,Population 1990,99363
1117,AL,Shelby County,Population 2000,143429
1117,AL,Shelby County,Population 2010,195085
1117,AL,Shelby County,Population 2020,223024
1117,AL,Shelby County,Population 2021,226902
1119,AL,Sumter County,Rural-urban continuum code 2013,8
1119,AL,Sumter County,Population 1990,16174
1119,AL,Sumter County,Population 2000,14772
1119,AL,Sumter County,Population 2010,13763
1119,AL,Sumter County,Population 2020,12345
1119,AL,Sumter County,Population 2021,12164
1121,AL,Talladega County,Rural-urban continuum code 2013,4
1121,AL,Talladega County,Population 1990,74109
1121,AL,Talladega County,Population 2000,80734
1121,AL,Talladega County,Population 2010,82291
1121,AL,Talladega County,Population 2020,82149
1121,AL,Talladega County,Population 2021,81524
1123,AL,Tallapoosa County,Rural-urban continuum code 2013,6
1123,AL,Tallapoosa County,Population 1990,38826
1123,AL,Tallapoosa County,Population 2000,41771
1123,AL,Tallapoosa County,Population 2010,41616
1123,AL,Tallapoosa County,Population 2020,41311
1123,AL,Tallapoosa County,Population 2021,41023
1125,AL,Tuscaloosa County,Rural-urban continuum code 2013,3
1125,AL,Tuscaloosa County,Population 1990,150500
1125,AL,Tuscaloosa County,Population 2000,164932
1125,AL,Tuscaloosa County,Population 2010,194656
1125,AL,Tuscaloosa County,Population 2020,227036
1125,AL,Tuscaloosa County,Population 2021,227007
1127,AL,Walker County,Rural-urban continuum code 2013,1
1127,AL,Walker County,Population 1990,67670
1127,AL,Walker County,Population 2000,70688
1127,AL,Walker County,Population 2010,67023
1127,AL,Walker County,Population 2020,65342
1127,AL,Walker County,Population 2021,64818
1129,AL,Washington County,Rural-urban continuum code 2013,8
1129,AL,Washington County,Population 1990,16694
1129,AL,Washington County,Population 2000,18077
1129,AL,Washington County,Population 2010,17581
1129,AL,Washington County,Population 2020,15388
1129,AL,Washington County,Population 2021,15147
1131,AL,Wilcox County,Rural-urban continuum code 2013,9
1131,AL,Wilcox County,Population 1990,13568
1131,AL,Wilcox County,Population 2000,12995
1131,AL,Wilcox County,Population 2010,11670
1131,AL,Wilcox County,Population 2020,10600
1131,AL,Wilcox County,Population 2021,10446
1133,AL,Winston County,Rural-urban continuum code 2013,6
1133,AL,Winston County,Population 1990,22053
1133,AL,Winston County,Population 2000,24806
1133,AL,Winston County,Population 2010,24484
1133,AL,Winston County,Population 2020,23540
1133,AL,Winston County,Population 2021,23652
2000,AK,Alaska,Population 1990,550043
2000,AK,Alaska,Population 2000,626933
2000,AK,Alaska,Population 2010,710231
2000,AK,Alaska,Population 2020,733391
2000,AK,Alaska,Population 2021,732673
2013,AK,Aleutians East Borough,Rural-urban continuum code 2013,9
2013,AK,Aleutians East Borough,Population 1990,2464
2013,AK,Aleutians East Borough,Population 2000,2697
2013,AK,Aleutians East Borough,Population 2010,3141
2013,AK,Aleutians East Borough,Population 2020,3420
2013,AK,Aleutians East Borough,Population 2021,3398
2016,AK,Aleutians West Census Area,Rural-urban continuum code 2013,9
2016,AK,Aleutians West Census Area,Population 1990,9478
2016,AK,Aleutians West Census Area,Population 2000,5464
2016,AK,Aleutians West Census Area,Population 2010,5561
2016,AK,Aleutians West Census Area,Population 2020,5232
2016,AK,Aleutians West Census Area,Population 2021,5059
2020,AK,Anchorage Municipality,Rural-urban continuum code 2013,2
2020,AK,Anchorage Municipality,Population 1990,226338
2020,AK,Anchorage Municipality,Population 2000,260299
2020,AK,Anchorage Municipality,Population 2010,291826
2020,AK,Anchorage Municipality,Population 2020,291247
2020,AK,Anchorage Municipality,Population 2021,288121
2050,AK,Bethel Census Area,Rural-urban continuum code 2013,7
2050,AK,Bethel Census Area,Population 1990,13660
2050,AK,Bethel Census Area,Population 2000,16046
2050,AK,Bethel Census Area,Population 2010,17013
2050,AK,Bethel Census Area,Population 2020,18666
2050,AK,Bethel Census Area,Population 2021,18557
2060,AK,Bristol Bay Borough,Rural-urban continuum code 2013,9
2060,AK,Bristol Bay Borough,Population 1990,1410
2060,AK,Bristol Bay Borough,Population 2000,1258
2060,AK,Bristol Bay Borough,Population 2010,997
2060,AK,Bristol Bay Borough,Population 2020,844
2060,AK,Bristol Bay Borough,Population 2021,838
2063,AK,Chugach Census Area,Population 2020,7102
2063,AK,Chugach Census Area,Population 2021,6941
2066,AK,Copper River Census Area,Population 2020,2617
2066,AK,Copper River Census Area,Population 2021,2630
2068,AK,Denali Borough,Rural-urban continuum code 2013,8
2068,AK,Denali Borough,Population 1990,1682
2068,AK,Denali Borough,Population 2000,1893
2068,AK,Denali Borough,Population 2010,1826
2068,AK,Denali Borough,Population 2020,1619
2068,AK,Denali Borough,Population 2021,1593
2070,AK,Dillingham Census Area,Rural-urban continuum code 2013,9
2070,AK,Dillingham Census Area,Population 1990,4010
2070,AK,Dillingham Census Area,Population 2000,4922
2070,AK,Dillingham Census Area,Population 2010,4847
2070,AK,Dillingham Census Area,Population 2020,4857
2070,AK,Dillingham Census Area,Population 2021,4772
2090,AK,Fairbanks North Star Borough,Rural-urban continuum code 2013,3
2090,AK,Fairbanks North Star Borough,Population 1990,77720
2090,AK,Fairbanks North Star Borough,Population 2000,82849
2090,AK,Fairbanks North Star Borough,Population 2010,97581
2090,AK,Fairbanks North Star Borough,Population 2020,95655
2090,AK,Fairbanks North Star Borough,Population 2021,95593
2100,AK,Haines Borough,Rural-urban continuum code 2013,9
2100,AK,Haines Borough,Population 1990,2117
2100,AK,Haines Borough,Population 2000,2392
2100,AK,Haines Borough,Population 2010,2508
2100,AK,Haines Borough,Population 2020,2080
2100,AK,Haines Borough,Population 2021,2071
2105,AK,Hoonah-Angoon Census Area,Rural-urban continuum code 2013,9
2105,AK,Hoonah-Angoon Census Area,Population 2000,2574
2105,AK,Hoonah-Angoon Census Area,Population 2010,2150
2105,AK,Hoonah-Angoon Census Area,Population 2020,2365
2105,AK,Hoonah-Angoon Census Area,Population 2021,2332
2110,AK,Juneau City and Borough,Rural-urban continuum code 2013,5
2110,AK,Juneau City and Borough,Population 1990,26752
2110,AK,Juneau City and Borough,Population 2000,30704
2110,AK,Juneau City and Borough,Population 2010,31275
2110,AK,Juneau City and Borough,Population 2020,32255
2110,AK,Juneau City and Borough,Population 2021,31973
2122,AK,Kenai Peninsula Borough,Rural-urban continuum code 2013,7
2122,AK,Kenai Peninsula Borough,Population 1990,40802
2122,AK,Kenai Peninsula Borough,Population 2000,49673
2122,AK,Kenai Peninsula Borough,Population 2010,55400
2122,AK,Kenai Peninsula Borough,Population 2020,58799
2122,AK,Kenai Peninsula Borough,Population 2021,59767
2130,AK,Ketchikan Gateway Borough,Rural-urban continuum code 2013,7
2130,AK,Ketchikan Gateway Borough,Population 1990,13828
2130,AK,Ketchikan Gateway Borough,Population 2000,14074
2130,AK,Ketchikan Gateway Borough,Population 2010,13477
2130,AK,Ketchikan Gateway Borough,Population 2020,13948
2130,AK,Ketchikan Gateway Borough,Population 2021,13754
2150,AK,Kodiak Island Borough,Rural-urban continuum code 2013,7
2150,AK,Kodiak Island Borough,Population 1990,13309
2150,AK,Kodiak Island Borough,Population 2000,13916
2150,AK,Kodiak Island Borough,Population 2010,13592
2150,AK,Kodiak Island Borough,Population 2020,13101
2150,AK,Kodiak Island Borough,Population 2021,12787
2158,AK,Kusilvak Census Area,Rural-urban continuum code 2013,9
2158,AK,Kusilvak Census Area,Population 1990,5789
2158,AK,Kusilvak Census Area,Population 2000,7028
2158,AK,Kusilvak Census Area,Population 2010,7459
2158,AK,Kusilvak Census Area,Population 2020,8368
2158,AK,Kusilvak Census Area,Population 2021,8360
2164,AK,Lake and Peninsula Borough,Rural-urban continuum code 2013,9
2164,AK,Lake and Peninsula Borough,Population 1990,1666
2164,AK,Lake and Peninsula Borough,Population 2000,1823
2164,AK,Lake and Peninsula Borough,Population 2010,1631
2164,AK,Lake and Peninsula Borough,Population 2020,1476
2164,AK,Lake and Peninsula Borough,Population 2021,1416
2170,AK,Matanuska-Susitna Borough,Rural-urban continuum code 2013,2
2170,AK,Matanuska-Susitna Borough,Population 1990,39683
2170,AK,Matanuska-Susitna Borough,Population 2000,59318
2170,AK,Matanuska-Susitna Borough,Population 2010,88995
2170,AK,Matanuska-Susitna Borough,Population 2020,107081
2170,AK,Matanuska-Susitna Borough,Population 2021,110686
2180,AK,Nome Census Area,Rural-urban continuum code 2013,7
2180,AK,Nome Census Area,Population 1990,8288
2180,AK,Nome Census Area,Population 2000,9196
2180,AK,Nome Census Area,Population 2010,9492
2180,AK,Nome Census Area,Population 2020,10046
2180,AK,Nome Census Area,Population 2021,9865
2185,AK,North Slope Borough,Rural-urban continuum code 2013,7
2185,AK,North Slope Borough,Population 1990,5986
2185,AK,North Slope Borough,Population 2000,7385
2185,AK,North Slope Borough,Population 2010,9430
2185,AK,North Slope Borough,Population 2020,11031
2185,AK,North Slope Borough,Population 2021,10972
2188,AK,Northwest Arctic Borough,Rural-urban continuum code 2013,7
2188,AK,Northwest Arctic Borough,Population 1990,6106
2188,AK,Northwest Arctic Borough,Population 2000,7208
2188,AK,Northwest Arctic Borough,Population 2010,7523
2188,AK,Northwest Arctic Borough,Population 2020,7793
2188,AK,Northwest Arctic Borough,Population 2021,7560
2195,AK,Petersburg Borough,Rural-urban continuum code 2013,9
2195,AK,Petersburg Borough,Population 2000,4256
2195,AK,Petersburg Borough,Population 2010,3815
2195,AK,Petersburg Borough,Population 2020,3398
2195,AK,Petersburg Borough,Population 2021,3356
2198,AK,Prince of Wales-Hyder Census Area,Rural-urban continuum code 2013,9
2198,AK,Prince of Wales-Hyder Census Area,Population 2000,6124
2198,AK,Prince of Wales-Hyder Census Area,Population 2010,5559
2198,AK,Prince of Wales-Hyder Census Area,Population 2020,5753
2198,AK,Prince of Wales-Hyder Census Area,Population 2021,5729
2201,AK,Prince of Wales-Outer Ketchikan Census Area,Population 1990,6278
2220,AK,Sitka City and Borough,Rural-urban continuum code 2013,7
2220,AK,Sitka City and Borough,Population 1990,8588
2220,AK,Sitka City and Borough,Population 2000,8835
2220,AK,Sitka City and Borough,Population 2010,8881
2220,AK,Sitka City and Borough,Population 2020,8458
2220,AK,Sitka City and Borough,Population 2021,8407
2230,AK,Skagway Municipality,Rural-urban continuum code 2013,9
2230,AK,Skagway Municipality,Population 2000,860
2230,AK,Skagway Municipality,Population 2010,968
2230,AK,Skagway Municipality,Population 2020,1240
2230,AK,Skagway Municipality,Population 2021,1132
2232,AK,Skagway-Hoonah-Angoon Census Area,Population 1990,3679
2240,AK,Southeast Fairbanks Census Area,Rural-urban continuum code 2013,9
2240,AK,Southeast Fairbanks Census Area,Population 1990,5925
2240,AK,Southeast Fairbanks Census Area,Population 2000,6174
2240,AK,Southeast Fairbanks Census Area,Population 2010,7029
2240,AK,Southeast Fairbanks Census Area,Population 2020,6808
2240,AK,Southeast Fairbanks Census Area,Population 2021,6970
2261,AK,Valdez-Cordova Census Area,Rural-urban continuum code 2013,9
2261,AK,Valdez-Cordova Census Area,Population 1990,9920
2261,AK,Valdez-Cordova Census Area,Population 2000,10195
2261,AK,Valdez-Cordova Census Area,Population 2010,9636
2275,AK,Wrangell City and Borough,Rural-urban continuum code 2013,9
2275,AK,Wrangell City and Borough,Population 2000,2452
2275,AK,Wrangell City and Borough,Population 2010,2369
2275,AK,Wrangell City and Borough,Population 2020,2127
2275,AK,Wrangell City and Borough,Population 2021,2055
2280,AK,Wrangell-Petersburg Census Area,Population 1990,7042
2282,AK,Yakutat City and Borough,Rural-urban continuum code 2013,9
2282,AK,Yakutat City and Borough,Population 1990,725
2282,AK,Yakutat City and Borough,Population 2000,808
2282,AK,Yakutat City and Borough,Population 2010,662
2282,AK,Yakutat City and Borough,Population 2020,662
2282,AK,Yakutat City and Borough,Population 2021,704
2290,AK,Yukon-Koyukuk Census Area,Rural-urban continuum code 2013,9
2290,AK,Yukon-Koyukuk Census Area,Population 1990,6798
2290,AK,Yukon-Koyukuk Census Area,Population 2000,6510
2290,AK,Yukon-Koyukuk Census Area,Population 2010,5588
